frame_id,posicao,score,camera_id,camera_name,posicao_na_galeria,captured_at,r2_key,visibilidade,densidade,contexto,n_pessoas,n_anotaveis,altura_max_px,rajada,dup_rajada,acima_da_cota,criterio
28cce72c-820f-4c0c-840f-ea10de308245,11,0.8784,eb1501db-82ad-485a-a441-5c665b4e5a28,Entrada Expedição,36,2026-09-02T16:13:38.966172+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/47ed6106-e025-4c94-a771-2927f8522c43.jpg,1.0000,0.8336,0.6000,4,3,732,88,nao,nao,vis0.55+den0.25+ctx0.2
e0e9ded5-00db-48ce-a933-a055b6a81d93,12,0.8772,c130d032-4a3a-4d09-ac77-c3121a03a6a7,Espaço de convivência,21,2026-09-02T13:40:03+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/e8eaf34f-d5c8-4eaa-81bc-bb6a8a1d8efc.jpg,0.8524,0.8336,1.0000,7,3,358,79,nao,nao,vis0.55+den0.25+ctx0.2
53ea1749-fb91-4959-ba1b-12f5a33230d1,13,0.8714,80bad150-7315-4706-b606-e5d356467ae4,Entrada Preparação,5,2026-09-02T09:40:00+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/05e3c4e8-a656-4506-a1e7-5de6e087e6be.jpg,1.0000,0.9497,0.4200,5,5,634,39,nao,nao,vis0.55+den0.25+ctx0.2
1c04507a-2f2d-4733-853c-5b97bb2c3f5b,14,0.8644,c130d032-4a3a-4d09-ac77-c3121a03a6a7,Espaço de convivência,41,2026-09-02T09:00:02.500000+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/97fe63a5-276c-42bb-8aac-e128be20508f.jpg,1.0000,0.6975,0.7000,4,2,441,72,nao,nao,vis0.55+den0.25+ctx0.2
8c03ff20-ea8c-4490-8917-76dd9b3622cf,15,0.8627,7abbe027-85e3-474e-a273-8c06e485cf2d,Entrada Usinagem Madeira 2,46,2026-09-02T08:20:04+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/09266d65-96a8-4157-a5a3-fb061a3c7e8e.jpg,0.9714,0.8336,0.6000,4,3,408,21,nao,nao,vis0.55+den0.25+ctx0.2
d955e144-9122-402f-9d1c-44323790dc79,16,0.8611,7abbe027-85e3-474e-a273-8c06e485cf2d,Entrada Usinagem Madeira 2,126,2026-09-01T10:20:03.500000+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/78cf8b5b-ef7a-4c6e-9278-e8a3ad75f4e1.jpg,1.0000,0.9085,0.4200,4,4,568,13,nao,nao,vis0.55+den0.25+ctx0.2
fbedf74a-a68f-4366-b81a-a4d91b6c97f7,17,0.8611,80bad150-7315-4706-b606-e5d356467ae4,Entrada Preparação,2,2026-09-02T14:20:00+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/f3c530cb-8599-4ee0-add8-9fd3be830e05.jpg,1.0000,0.9085,0.4200,5,4,516,41,nao,nao,vis0.55+den0.25+ctx0.2
730398da-12e5-4ff3-96bc-75af921e5ae8,18,0.8573,c130d032-4a3a-4d09-ac77-c3121a03a6a7,Espaço de convivência,44,2026-09-02T08:20:03.500000+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/13086b05-70db-42ae-acbe-5d45d76da59d.jpg,0.9905,0.4500,1.0000,2,1,416,70,nao,nao,vis0.55+den0.25+ctx0.2
faf41c23-0bd8-4917-b0ff-941c1ef381e3,19,0.8520,969102c5-4ebc-4ba0-9f86-48e314493f55,Entrada WC Usinagem Papelão,50,2026-09-01T14:20:00.500000+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/eafaafc3-461e-4390-8a28-d9aa33970f0e.jpg,0.9833,0.9085,0.4200,4,4,413,45,nao,nao,vis0.55+den0.25+ctx0.2
8493b902-4d19-4b6d-96a5-9cea86b5c5c1,20,0.8444,27e0245c-9a14-45fe-8662-d478b5f793d1,Entrada Expedição 02,4,2026-09-02T07:00:00+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/1dd5299f-41ba-4570-80a4-1a8c1a6a42b9.jpg,1.0000,0.6975,0.6000,2,2,495,5,nao,nao,vis0.55+den0.25+ctx0.2
7caf945f-cd88-4839-b4b4-936b01496e2f,21,0.8444,7abbe027-85e3-474e-a273-8c06e485cf2d,Entrada Usinagem Madeira 2,117,2026-09-01T11:00:02+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/b67f637a-698f-48e4-b9e5-3fff2ca1b0f4.jpg,1.0000,0.6975,0.6000,3,2,440,14,nao,nao,vis0.55+den0.25+ctx0.2
96953668-eaf9-466a-a7f1-00585973b14f,22,0.8444,7abbe027-85e3-474e-a273-8c06e485cf2d,Entrada Usinagem Madeira 2,59,2026-09-01T16:20:04.500000+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/a32de4ba-4ad3-4c18-a7c0-18726a3a673d.jpg,1.0000,0.6975,0.6000,5,2,491,19,nao,nao,vis0.55+den0.25+ctx0.2
049e98b9-a0ef-4a0d-a745-b1cb52b73c38,23,0.8444,7abbe027-85e3-474e-a273-8c06e485cf2d,Entrada Usinagem Madeira 2,151,2026-09-02T16:15:44.372165+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/9f55d0d3-9966-4721-9800-27481c9e9ab7.jpg,1.0000,0.6975,0.6000,2,2,496,31,nao,nao,vis0.55+den0.25+ctx0.2
2a1495bd-36dd-4ee5-913c-2b665866bea4,24,0.8444,80bad150-7315-4706-b606-e5d356467ae4,Entrada Preparação,17,2026-09-01T07:00:00+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/35dc2396-14dc-4348-b3ea-117bd0596196.jpg,1.0000,0.6975,0.6000,2,2,491,33,nao,nao,vis0.55+den0.25+ctx0.2
cb6d748e-2001-4451-9725-428248367346,25,0.8444,969102c5-4ebc-4ba0-9f86-48e314493f55,Entrada WC Usinagem Papelão,75,2026-09-01T08:20:03.500000+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/bf367a3b-5cc4-439a-8f31-7c3c1a0183c3.jpg,1.0000,0.6975,0.6000,2,2,486,42,nao,nao,vis0.55+den0.25+ctx0.2
1f023c65-1209-4a18-91f3-13fb22e06c9e,26,0.8444,969102c5-4ebc-4ba0-9f86-48e314493f55,Entrada WC Usinagem Papelão,57,2026-09-01T11:00:00+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/1fb2cb80-2dad-4c8e-b009-3e9da492119d.jpg,1.0000,0.6975,0.6000,2,2,427,44,nao,nao,vis0.55+den0.25+ctx0.2
4659ab49-f195-483c-bba2-505ab36335b5,27,0.8444,969102c5-4ebc-4ba0-9f86-48e314493f55,Entrada WC Usinagem Papelão,36,2026-09-02T08:20:02.500000+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/07380947-0f47-4154-92c2-f0206acd5078.jpg,1.0000,0.6975,0.6000,3,2,541,49,nao,nao,vis0.55+den0.25+ctx0.2
b2f0790e-aabe-405c-a6d6-672ea73b5493,28,0.8444,969102c5-4ebc-4ba0-9f86-48e314493f55,Entrada WC Usinagem Papelão,22,2026-09-02T11:00:05+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/fe411fd8-ca1e-4f9d-a542-a03ff9163579.jpg,1.0000,0.6975,0.6000,3,2,477,52,nao,nao,vis0.55+den0.25+ctx0.2
4cde274b-e339-442a-87c1-b6e7b6543e28,29,0.8424,2a683620-34e0-4cf7-a8ae-5893aa11381a,Entrada Usinagem Madeira 01,13,2026-09-01T14:20:02.500000+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/8361e82c-0c5e-40a9-9893-0c80c19763da.jpg,1.0000,0.8336,0.4200,3,3,657,8,nao,nao,vis0.55+den0.25+ctx0.2
07582ee9-e32c-4a14-8885-44343f667993,30,0.8424,7abbe027-85e3-474e-a273-8c06e485cf2d,Entrada Usinagem Madeira 2,79,2026-09-01T15:40:00+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/82ef0f5a-e792-48b2-90a2-d2bd3687f7ef.jpg,1.0000,0.8336,0.4200,4,3,528,18,nao,nao,vis0.55+den0.25+ctx0.2
7f084211-8911-48c5-9648-4c79b567986e,31,0.8424,7abbe027-85e3-474e-a273-8c06e485cf2d,Entrada Usinagem Madeira 2,15,2026-09-02T14:20:04.500000+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/1e7fa53c-31d3-42ab-855f-25046f04dd4c.jpg,1.0000,0.8336,0.4200,4,3,667,26,nao,nao,vis0.55+den0.25+ctx0.2
64726cf4-630d-4e15-9796-1ebc4eaf7e16,32,0.8424,80bad150-7315-4706-b606-e5d356467ae4,Entrada Preparação,13,2026-09-01T09:40:00+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/8758486b-9f40-44a8-a09e-f5ba7368e050.jpg,1.0000,0.8336,0.4200,3,3,600,34,nao,nao,vis0.55+den0.25+ctx0.2
e3b7907e-538a-4e2a-96a9-fbbf399f0a48,33,0.8084,2a683620-34e0-4cf7-a8ae-5893aa11381a,Entrada Usinagem Madeira 01,5,2026-09-02T14:20:00+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/49fdee1d-9550-4023-bb64-361d43934ec2.jpg,1.0000,0.6975,0.4200,2,2,564,10,nao,nao,vis0.55+den0.25+ctx0.2
d77241ef-73b8-4888-a7f4-04d60c317bad,34,0.8084,7abbe027-85e3-474e-a273-8c06e485cf2d,Entrada Usinagem Madeira 2,87,2026-09-01T15:00:00+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/3660d068-574c-42a1-95db-47e4787e982c.jpg,1.0000,0.6975,0.4200,3,2,539,17,nao,nao,vis0.55+den0.25+ctx0.2
cb6a52a9-fa7e-4bae-967a-3fd616d47294,35,0.8084,80bad150-7315-4706-b606-e5d356467ae4,Entrada Preparação,9,2026-09-01T14:20:00+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/1c6bffde-f7ce-4340-a814-1fc6e60ff28a.jpg,1.0000,0.6975,0.4200,2,2,542,36,nao,nao,vis0.55+den0.25+ctx0.2
9bd32187-882c-454f-8aed-76e64f95690c,36,0.8025,c130d032-4a3a-4d09-ac77-c3121a03a6a7,Espaço de convivência,60,2026-09-01T15:00:03.500000+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/80eb266a-e0bb-4e72-9f50-2b9cdd8964d8.jpg,1.0000,0.4500,0.7000,2,1,478,68,nao,nao,vis0.55+den0.25+ctx0.2
c41ab86d-db93-4540-a2b1-2190c80ce8fe,37,0.8025,c130d032-4a3a-4d09-ac77-c3121a03a6a7,Espaço de convivência,42,2026-09-02T09:00:00+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/0e1aeab1-4597-4bd0-8ce8-6e252d66fb0f.jpg,1.0000,0.4500,0.7000,4,1,434,71,nao,nao,vis0.55+den0.25+ctx0.2
dfd6c917-39b2-49de-bfee-a41860740414,38,0.8025,c130d032-4a3a-4d09-ac77-c3121a03a6a7,Espaço de convivência,7,2026-09-02T15:00:00+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/c57d23ba-7b76-49e3-8f10-71c91b182a28.jpg,1.0000,0.4500,0.7000,1,1,469,81,nao,nao,vis0.55+den0.25+ctx0.2
fee40c4f-86cf-4ac4-9313-a7e93e24254b,39,0.7881,c130d032-4a3a-4d09-ac77-c3121a03a6a7,Espaço de convivência,36,2026-09-02T10:20:04+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/5e10d619-4f35-4f64-ae23-34135583990a.jpg,0.9738,0.4500,0.7000,4,1,409,75,nao,nao,vis0.55+den0.25+ctx0.2
aa0d5d4b-d655-4fc6-aa48-40d2d2c13cf2,40,0.7825,2a683620-34e0-4cf7-a8ae-5893aa11381a,Entrada Usinagem Madeira 01,1,2026-09-02T16:20:00+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/fb4d1ad0-b28a-4d9a-bbe6-f4d4967c9520.jpg,1.0000,0.4500,0.6000,1,1,630,11,nao,nao,vis0.55+den0.25+ctx0.2
0e86c0d6-88ae-47c9-b8d2-baa56bd3f6e5,41,0.7825,969102c5-4ebc-4ba0-9f86-48e314493f55,Entrada WC Usinagem Papelão,18,2026-09-02T12:20:01.500000+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/61aa41c0-826f-4228-a830-15573e2c67e9.jpg,1.0000,0.4500,0.6000,1,1,561,53,nao,nao,vis0.55+den0.25+ctx0.2
b21df089-cf1a-40f5-88d8-f234125335c0,42,0.7825,eb1501db-82ad-485a-a441-5c665b4e5a28,Entrada Expedição,8,2026-09-01T11:40:01+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/8de7f95d-81fe-488a-9043-dfaa1101b978.jpg,1.0000,0.4500,0.6000,1,1,427,84,nao,nao,vis0.55+den0.25+ctx0.2
2e0149ab-6259-407d-b4cf-e2ecc2903948,43,0.7825,eb1501db-82ad-485a-a441-5c665b4e5a28,Entrada Expedição,39,2026-09-02T16:13:34.319235+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/fb992166-c69a-4409-9bd8-a56b55663571.jpg,1.0000,0.4500,0.6000,2,1,741,87,nao,nao,vis0.55+den0.25+ctx0.2
808fd2fb-3c83-4f43-8cc7-0c5f073e0492,44,0.7825,eb1501db-82ad-485a-a441-5c665b4e5a28,Entrada Expedição,29,2026-09-02T16:14:13.812793+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/f5781f96-f52b-47b0-99a0-5400e5cc24d1.jpg,1.0000,0.4500,0.6000,1,1,596,89,nao,nao,vis0.55+den0.25+ctx0.2
441dcb0d-226c-40e3-9897-b997a4fbe363,45,0.7825,eb1501db-82ad-485a-a441-5c665b4e5a28,Entrada Expedição,26,2026-09-02T16:14:18.156621+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/4a65599c-9d22-472f-a40a-a45c1bc19c91.jpg,1.0000,0.4500,0.6000,1,1,862,90,nao,nao,vis0.55+den0.25+ctx0.2
56cb21de-cc81-45d0-8805-1193a28ca278,46,0.7757,c130d032-4a3a-4d09-ac77-c3121a03a6a7,Espaço de convivência,104,2026-09-01T09:40:02.500000+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/d51c1b68-c4d9-4911-9b5a-70de772d315a.jpg,0.7429,0.9085,0.7000,9,4,312,60,nao,nao,vis0.55+den0.25+ctx0.2
afc1f602-7126-4b14-a90a-25a5ca0fada0,47,0.7465,27e0245c-9a14-45fe-8662-d478b5f793d1,Entrada Expedição 02,3,2026-09-02T09:40:01.500000+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/c31d0953-0747-4eb8-98d7-6f4873ca4ae9.jpg,1.0000,0.4500,0.4200,1,1,436,6,nao,nao,vis0.55+den0.25+ctx0.2
9ce6c333-caba-4012-bf08-5f7348045e26,48,0.7465,27e0245c-9a14-45fe-8662-d478b5f793d1,Entrada Expedição 02,1,2026-09-02T15:40:00+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/af287d0c-0c37-4976-b512-9ef4f5fc70ab.jpg,1.0000,0.4500,0.4200,1,1,764,7,nao,nao,vis0.55+den0.25+ctx0.2
5ebaf12f-b5a0-4c57-a03c-ec3fbdcf3b25,49,0.7465,2a683620-34e0-4cf7-a8ae-5893aa11381a,Entrada Usinagem Madeira 01,7,2026-09-02T09:00:01+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/32bcd3cc-debd-4a58-9d3a-12824bf6a0ac.jpg,1.0000,0.4500,0.4200,1,1,787,9,nao,nao,vis0.55+den0.25+ctx0.2
64495a51-4ab0-4326-a860-80d6ac48dd63,50,0.7465,7abbe027-85e3-474e-a273-8c06e485cf2d,Entrada Usinagem Madeira 2,35,2026-09-02T10:20:04.500000+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/9fa9d471-f2d6-4c98-bc4e-bcbd4fdd4016.jpg,1.0000,0.4500,0.4200,1,1,578,24,nao,nao,vis0.55+den0.25+ctx0.2
2acf7fc1-841b-4c9b-a70a-839bb7fab4b6,51,0.7465,7abbe027-85e3-474e-a273-8c06e485cf2d,Entrada Usinagem Madeira 2,13,2026-09-02T15:40:00.500000+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/42f337b9-e955-4055-a29a-4b130833ff45.jpg,1.0000,0.4500,0.4200,1,1,458,27,nao,nao,vis0.55+den0.25+ctx0.2
7097ab25-e7ad-4155-8ed1-dcc79ce24cbd,52,0.7465,969102c5-4ebc-4ba0-9f86-48e314493f55,Entrada WC Usinagem Papelão,63,2026-09-01T10:20:01.500000+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/e4948e9c-3411-4026-9912-a63fed8ef377.jpg,1.0000,0.4500,0.4200,2,1,468,43,nao,nao,vis0.55+den0.25+ctx0.2
fc7c1fcb-efc4-43e0-b070-bac984c09970,53,0.7465,969102c5-4ebc-4ba0-9f86-48e314493f55,Entrada WC Usinagem Papelão,6,2026-09-02T15:40:00.500000+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/5ae4bae6-d7c8-4116-ab13-ce210cd121a3.jpg,1.0000,0.4500,0.4200,1,1,469,56,nao,nao,vis0.55+den0.25+ctx0.2
dd72fb2a-5453-4238-b4a9-d5e3dccbe140,54,0.7386,80bad150-7315-4706-b606-e5d356467ae4,Entrada Preparação,8,2026-09-01T15:00:00+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/c4db31eb-039b-4006-b6cd-64bc705056f2.jpg,0.9857,0.4500,0.4200,2,1,414,37,nao,nao,vis0.55+den0.25+ctx0.2
c7ce1c2f-7005-445d-9384-00af8a0518d9,55,0.7383,7abbe027-85e3-474e-a273-8c06e485cf2d,Entrada Usinagem Madeira 2,30,2026-09-02T11:40:00+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/393be8af-9121-49b5-88fd-32052efbcbe3.jpg,0.7452,0.8336,0.6000,5,3,313,25,nao,nao,vis0.55+den0.25+ctx0.2
6cbb2d6e-5dad-444b-9625-e7c3e2c26c7a,56,0.7321,c130d032-4a3a-4d09-ac77-c3121a03a6a7,Espaço de convivência,109,2026-09-01T09:00:00+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/8d5ef678-50fe-4488-a51c-ac2fc7eaad7d.jpg,0.7595,0.6975,0.7000,4,2,319,59,nao,nao,vis0.55+den0.25+ctx0.2
e4e71f2c-1ea1-4713-8dbf-851f31b8128c,57,0.7295,c130d032-4a3a-4d09-ac77-c3121a03a6a7,Espaço de convivência,102,2026-09-01T10:20:00.500000+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/0bcef1f8-1e2c-4ec5-a3cf-40e9c5f98b78.jpg,0.7548,0.6975,0.7000,7,2,317,61,nao,nao,vis0.55+den0.25+ctx0.2
8aff19d4-99e1-47df-9e58-b5a921b7b417,58,0.7295,c130d032-4a3a-4d09-ac77-c3121a03a6a7,Espaço de convivência,100,2026-09-01T10:20:05.500000+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/b94c6f48-fd48-4b3c-a497-e374fda3a829.jpg,0.7548,0.6975,0.7000,6,2,317,62,nao,nao,vis0.55+den0.25+ctx0.2
459df8b9-406d-43e3-ac5d-deeaf354d965,59,0.7216,969102c5-4ebc-4ba0-9f86-48e314493f55,Entrada WC Usinagem Papelão,5,2026-09-02T15:40:03+00:00,training-images/63c219d8-fbef-4f3c-a7c9-058c742482e2/nvr/e0c906a9-1b0a-4f3e-b299-715202e28b08/026dc60b-822a-4af0-99c6-3f2e93a7358d.jpg,0.9548,0.4500,0.4200,1,1,401,57,nao,nao,vis0.55+den0.25+ctx0.2
